STATE/UT,Year,CAUSE,Male,Female,Total,Hour,Time_Category,Speed,Speed_Limit,Road_Condition,Weather
CHHATTISGARH,2002,Truck/Lorry (Government),5,0,5,10,Morning,28,80,Snow,Fog
CHHATTISGARH,2002,Truck/Lorry (Private),356,63,419,14,Afternoon,39,60,Snow,Fog
CHHATTISGARH,2002,Bus (Government),5,0,5,23,Night,63,60,Wet,Windy
CHHATTISGARH,2002,Bus (Private),86,23,109,5,Morning,57,60,Gravel,Clear
CHHATTISGARH,2002,Tempo/Vans (Government),0,0,0,22,Night,41,80,Wet,Fog
CHHATTISGARH,2002,Tempo/Vans (Private),50,17,67,2,Night,60,60,Gravel,Rainy
CHHATTISGARH,2002,Jeep (Government),2,0,2,16,Afternoon,57,80,Gravel,Cloudy
CHHATTISGARH,2002,Jeep (Private),164,33,197,4,Night,69,60,Gravel,Cloudy
CHHATTISGARH,2002,Car (Government),0,0,0,11,Morning,35,40,Damaged,Windy
CHHATTISGARH,2002,Car (Private),37,4,41,17,Evening,21,60,Snow,Fog
CHHATTISGARH,2002,Three Wheeler,14,1,15,13,Afternoon,41,40,Wet,Cloudy
CHHATTISGARH,2002,Two Wheeler,316,28,344,20,Evening,40,80,Wet,Fog
CHHATTISGARH,2002,Bicycle,123,15,138,23,Night,43,80,Damaged,Windy
CHHATTISGARH,2002,Pedestrian,115,40,155,10,Morning,57,60,Gravel,Clear
CHHATTISGARH,2002,Others (Please Specify),283,44,327,8,Morning,60,80,Snow,Cloudy
CHHATTISGARH,2002,Total Deaths (Persons),1556,268,1824,1,Night,48,60,Dry,Rainy
CHHATTISGARH,2002,Total Truck/Lorry,361,63,424,11,Morning,41,80,Dry,Windy
CHHATTISGARH,2002,Total Bus,91,23,114,2,Night,65,40,Damaged,Clear
CHHATTISGARH,2002,Total Tempo/Vans,50,17,67,2,Night,42,80,Snow,Rainy
CHHATTISGARH,2002,Total Jeep,166,33,199,0,Night,49,40,Dry,Rainy
CHHATTISGARH,2002,Total Car,37,4,41,7,Morning,47,60,Dry,Cloudy
CHHATTISGARH,2003,Truck/Lorry (Government),22,3,25,21,Night,50,60,Wet,Fog
CHHATTISGARH,2003,Truck/Lorry (Private),503,89,592,7,Morning,61,60,Snow,Windy
CHHATTISGARH,2003,Bus (Government),0,0,0,10,Morning,47,40,Dry,Rainy
CHHATTISGARH,2003,Bus (Private),132,22,154,8,Morning,53,60,Wet,Cloudy
CHHATTISGARH,2003,Tempo/Vans (Government),0,0,0,4,Night,80,60,Snow,Clear
CHHATTISGARH,2003,Tempo/Vans (Private),59,11,70,13,Afternoon,39,40,Gravel,Rainy
CHHATTISGARH,2003,Jeep (Government),6,3,9,2,Night,73,80,Snow,Clear
CHHATTISGARH,2003,Jeep (Private),192,30,222,20,Evening,55,60,Damaged,Windy
CHHATTISGARH,2003,Car (Government),1,0,1,4,Night,56,80,Wet,Cloudy
CHHATTISGARH,2003,Car (Private),57,3,60,4,Night,61,80,Gravel,Clear
CHHATTISGARH,2003,Three Wheeler,13,0,13,18,Evening,27,60,Wet,Fog
CHHATTISGARH,2003,Two Wheeler,296,37,333,13,Afternoon,53,60,Wet,Clear
CHHATTISGARH,2003,Bicycle,69,4,73,3,Night,77,40,Dry,Clear
CHHATTISGARH,2003,Pedestrian,125,17,142,12,Afternoon,62,40,Snow,Cloudy
CHHATTISGARH,2003,Others (Please Specify),279,62,341,9,Morning,37,60,Wet,Cloudy
CHHATTISGARH,2003,Total Deaths (Persons),1754,281,2035,17,Evening,32,80,Wet,Rainy
CHHATTISGARH,2003,Total Truck/Lorry,525,92,617,7,Morning,67,40,Damaged,Clear
CHHATTISGARH,2003,Total Bus,132,22,154,7,Morning,77,40,Damaged,Clear
CHHATTISGARH,2003,Total Tempo/Vans,59,11,70,6,Morning,49,60,Damaged,Cloudy
CHHATTISGARH,2003,Total Jeep,198,33,231,7,Morning,43,60,Wet,Fog
CHHATTISGARH,2003,Total Car,58,3,61,13,Afternoon,61,60,Gravel,Cloudy
CHHATTISGARH,2004,Truck/Lorry (Government),15,3,18,18,Evening,38,60,Snow,Fog
CHHATTISGARH,2004,Truck/Lorry (Private),459,69,528,5,Morning,50,40,Wet,Cloudy
CHHATTISGARH,2004,Bus (Government),29,6,35,0,Night,60,40,Dry,Windy
CHHATTISGARH,2004,Bus (Private),58,16,74,22,Night,58,40,Gravel,Clear
CHHATTISGARH,2004,Tempo/Vans (Government),1,0,1,14,Afternoon,35,80,Gravel,Fog
CHHATTISGARH,2004,Tempo/Vans (Private),58,20,78,0,Night,58,40,Snow,Windy
CHHATTISGARH,2004,Jeep (Government),9,2,11,16,Afternoon,46,40,Gravel,Fog
CHHATTISGARH,2004,Jeep (Private),180,31,211,0,Night,56,60,Snow,Rainy
CHHATTISGARH,2004,Car (Government),0,0,0,14,Afternoon,47,40,Gravel,Rainy
CHHATTISGARH,2004,Car (Private),41,6,47,22,Night,58,40,Snow,Clear
CHHATTISGARH,2004,Three Wheeler,27,2,29,1,Night,40,40,Damaged,Windy
CHHATTISGARH,2004,Two Wheeler,405,40,445,13,Afternoon,42,60,Damaged,Windy
CHHATTISGARH,2004,Bicycle,68,10,78,20,Evening,38,40,Gravel,Rainy
CHHATTISGARH,2004,Pedestrian,153,48,201,7,Morning,54,40,Gravel,Clear
CHHATTISGARH,2004,Others (Please Specify),417,77,494,7,Morning,46,80,Snow,Rainy
CHHATTISGARH,2004,Total Deaths (Persons),1920,330,2250,18,Evening,53,80,Snow,Windy
CHHATTISGARH,2004,Total Truck/Lorry,474,72,546,6,Morning,20,80,Wet,Fog
CHHATTISGARH,2004,Total Bus,87,22,109,18,Evening,56,80,Damaged,Windy
CHHATTISGARH,2004,Total Tempo/Vans,59,20,79,5,Morning,61,60,Wet,Clear
CHHATTISGARH,2004,Total Jeep,189,33,222,5,Morning,46,80,Wet,Windy
CHHATTISGARH,2004,Total Car,41,6,47,2,Night,67,40,Dry,Cloudy
CHHATTISGARH,2005,Truck/Lorry (Government),0,0,0,6,Morning,41,80,Snow,Windy
CHHATTISGARH,2005,Truck/Lorry (Private),454,80,534,18,Evening,65,60,Dry,Cloudy
CHHATTISGARH,2005,Bus (Government),0,0,0,7,Morning,49,80,Dry,Rainy
CHHATTISGARH,2005,Bus (Private),167,37,204,9,Morning,48,80,Wet,Cloudy
CHHATTISGARH,2005,Tempo/Vans (Government),1,0,1,19,Evening,64,60,Dry,Windy
CHHATTISGARH,2005,Tempo/Vans (Private),82,13,95,14,Afternoon,57,60,Snow,Windy
CHHATTISGARH,2005,Jeep (Government),1,0,1,14,Afternoon,54,60,Wet,Windy
CHHATTISGARH,2005,Jeep (Private),204,35,239,0,Night,77,60,Snow,Clear
CHHATTISGARH,2005,Car (Government),3,0,3,19,Evening,59,60,Gravel,Rainy
CHHATTISGARH,2005,Car (Private),75,7,82,6,Morning,46,60,Dry,Cloudy
CHHATTISGARH,2005,Three Wheeler,12,3,15,3,Night,37,40,Wet,Fog
CHHATTISGARH,2005,Two Wheeler,397,60,457,5,Morning,68,80,Damaged,Cloudy
CHHATTISGARH,2005,Bicycle,152,4,156,0,Night,57,80,Snow,Windy
CHHATTISGARH,2005,Pedestrian,179,27,206,4,Night,52,60,Dry,Fog
CHHATTISGARH,2005,Others (Please Specify),302,30,332,22,Night,23,60,Snow,Fog
CHHATTISGARH,2005,Total Deaths (Persons),2029,296,2325,0,Night,46,40,Snow,Cloudy
CHHATTISGARH,2005,Total Truck/Lorry,454,80,534,3,Night,51,40,Gravel,Cloudy
CHHATTISGARH,2005,Total Bus,167,37,204,21,Night,58,60,Snow,Cloudy
CHHATTISGARH,2005,Total Tempo/Vans,83,13,96,1,Night,48,40,Gravel,Cloudy
CHHATTISGARH,2005,Total Jeep,205,35,240,9,Morning,50,40,Gravel,Rainy
CHHATTISGARH,2005,Total Car,78,7,85,4,Night,70,60,Gravel,Clear
CHHATTISGARH,2006,Truck/Lorry (Government),2,0,2,9,Morning,57,60,Dry,Clear
CHHATTISGARH,2006,Truck/Lorry (Private),652,112,764,0,Night,62,60,Snow,Cloudy
CHHATTISGARH,2006,Bus (Government),0,0,0,21,Night,80,60,Snow,Clear
CHHATTISGARH,2006,Bus (Private),140,30,170,5,Morning,62,80,Gravel,Cloudy
CHHATTISGARH,2006,Tempo/Vans (Government),3,0,3,12,Afternoon,57,80,Snow,Cloudy
CHHATTISGARH,2006,Tempo/Vans (Private),71,6,77,14,Afternoon,49,60,Snow,Cloudy
CHHATTISGARH,2006,Jeep (Government),0,1,1,3,Night,64,40,Gravel,Rainy
CHHATTISGARH,2006,Jeep (Private),164,32,196,12,Afternoon,58,60,Damaged,Windy
CHHATTISGARH,2006,Car (Government),2,0,2,23,Night,66,80,Damaged,Clear
CHHATTISGARH,2006,Car (Private),82,27,109,19,Evening,73,40,Gravel,Clear
CHHATTISGARH,2006,Three Wheeler,29,2,31,23,Night,35,80,Dry,Rainy
CHHATTISGARH,2006,Two Wheeler,377,64,441,14,Afternoon,38,60,Snow,Rainy
CHHATTISGARH,2006,Bicycle,148,11,159,7,Morning,62,80,Snow,Cloudy
CHHATTISGARH,2006,Pedestrian,114,22,136,4,Night,58,80,Damaged,Cloudy
CHHATTISGARH,2006,Others (Please Specify),424,59,483,14,Afternoon,60,80,Gravel,Windy
CHHATTISGARH,2006,Total Deaths (Persons),2208,366,2574,3,Night,69,40,Dry,Clear
CHHATTISGARH,2006,Total Truck/Lorry,654,112,766,11,Morning,28,80,Gravel,Rainy
CHHATTISGARH,2006,Total Bus,140,30,170,12,Afternoon,41,40,Damaged,Windy
CHHATTISGARH,2006,Total Tempo/Vans,74,6,80,1,Night,72,60,Damaged,Clear
CHHATTISGARH,2006,Total Jeep,164,33,197,18,Evening,62,60,Snow,Windy
CHHATTISGARH,2006,Total Car,84,27,111,18,Evening,53,80,Wet,Windy
CHHATTISGARH,2007,Truck/Lorry (Government),0,0,0,3,Night,59,40,Dry,Cloudy
CHHATTISGARH,2007,Truck/Lorry (Private),649,70,719,3,Night,59,60,Dry,Windy
CHHATTISGARH,2007,Bus (Government),0,0,0,10,Morning,59,40,Wet,Cloudy
CHHATTISGARH,2007,Bus (Private),161,27,188,4,Night,70,40,Damaged,Clear
CHHATTISGARH,2007,Tempo/Vans (Government),0,0,0,19,Evening,67,80,Gravel,Clear
CHHATTISGARH,2007,Tempo/Vans (Private),81,9,90,10,Morning,63,80,Dry,Cloudy
CHHATTISGARH,2007,Jeep (Government),4,1,5,9,Morning,25,40,Wet,Fog
CHHATTISGARH,2007,Jeep (Private),151,44,195,7,Morning,42,40,Snow,Windy
CHHATTISGARH,2007,Car (Government),9,0,9,5,Morning,66,80,Snow,Clear
CHHATTISGARH,2007,Car (Private),110,17,127,5,Morning,50,40,Damaged,Windy
CHHATTISGARH,2007,Three Wheeler,27,1,28,7,Morning,42,80,Dry,Fog
CHHATTISGARH,2007,Two Wheeler,494,66,560,22,Night,70,40,Gravel,Windy
CHHATTISGARH,2007,Bicycle,70,9,79,14,Afternoon,24,80,Dry,Fog
CHHATTISGARH,2007,Pedestrian,137,29,166,13,Afternoon,55,40,Snow,Rainy
CHHATTISGARH,2007,Others (Please Specify),636,130,766,10,Morning,27,80,Dry,Fog
CHHATTISGARH,2007,Total Deaths (Persons),2529,403,2932,11,Morning,52,40,Snow,Clear
CHHATTISGARH,2007,Total Truck/Lorry,649,70,719,12,Afternoon,63,60,Wet,Cloudy
CHHATTISGARH,2007,Total Bus,161,27,188,7,Morning,51,60,Wet,Cloudy
CHHATTISGARH,2007,Total Tempo/Vans,81,9,90,17,Evening,46,40,Snow,Windy
CHHATTISGARH,2007,Total Jeep,155,45,200,0,Night,57,60,Gravel,Rainy
CHHATTISGARH,2007,Total Car,119,17,136,14,Afternoon,47,40,Gravel,Windy
CHHATTISGARH,2008,Truck/Lorry (Government),0,0,0,7,Morning,36,40,Dry,Fog
CHHATTISGARH,2008,Truck/Lorry (Private),698,92,790,10,Morning,51,60,Snow,Cloudy
CHHATTISGARH,2008,Bus (Government),92,14,106,11,Morning,30,40,Damaged,Fog
CHHATTISGARH,2008,Bus (Private),49,14,63,11,Morning,55,80,Gravel,Cloudy
CHHATTISGARH,2008,Tempo/Vans (Government),0,0,0,3,Night,67,40,Gravel,Cloudy
CHHATTISGARH,2008,Tempo/Vans (Private),83,20,103,15,Afternoon,39,40,Wet,Cloudy
CHHATTISGARH,2008,Jeep (Government),0,1,1,3,Night,66,60,Gravel,Clear
CHHATTISGARH,2008,Jeep (Private),176,31,207,4,Night,29,80,Gravel,Fog
CHHATTISGARH,2008,Car (Government),1,0,1,23,Night,53,40,Gravel,Windy
CHHATTISGARH,2008,Car (Private),105,13,118,4,Night,42,40,Snow,Rainy
CHHATTISGARH,2008,Three Wheeler,27,2,29,7,Morning,50,40,Snow,Windy
CHHATTISGARH,2008,Two Wheeler,757,70,827,9,Morning,27,40,Wet,Fog
CHHATTISGARH,2008,Bicycle,77,7,84,16,Afternoon,32,40,Dry,Rainy
CHHATTISGARH,2008,Pedestrian,165,48,213,8,Morning,51,40,Gravel,Windy
CHHATTISGARH,2008,Others (Please Specify),615,86,701,21,Night,52,80,Dry,Rainy
CHHATTISGARH,2008,Total Deaths (Persons),2845,398,3243,18,Evening,21,80,Snow,Fog
CHHATTISGARH,2008,Total Truck/Lorry,698,92,790,13,Afternoon,51,40,Gravel,Cloudy
CHHATTISGARH,2008,Total Bus,141,28,169,7,Morning,20,40,Dry,Fog
CHHATTISGARH,2008,Total Tempo/Vans,83,20,103,8,Morning,51,60,Dry,Clear
CHHATTISGARH,2008,Total Jeep,176,32,208,21,Night,54,80,Damaged,Rainy
CHHATTISGARH,2008,Total Car,106,13,119,10,Morning,24,80,Snow,Fog
CHHATTISGARH,2009,Truck/Lorry (Government),46,0,46,22,Night,66,40,Wet,Cloudy
CHHATTISGARH,2009,Truck/Lorry (Private),522,69,591,0,Night,56,80,Wet,Cloudy
CHHATTISGARH,2009,Bus (Government),10,1,11,13,Afternoon,27,80,Damaged,Fog
CHHATTISGARH,2009,Bus (Private),132,36,168,4,Night,50,60,Dry,Windy
CHHATTISGARH,2009,Tempo/Vans (Government),0,0,0,20,Evening,25,60,Damaged,Fog
CHHATTISGARH,2009,Tempo/Vans (Private),113,19,132,13,Afternoon,58,80,Damaged,Cloudy
CHHATTISGARH,2009,Jeep (Government),3,0,3,3,Night,46,80,Snow,Fog
CHHATTISGARH,2009,Jeep (Private),228,42,270,21,Night,54,80,Gravel,Clear
CHHATTISGARH,2009,Car (Government),0,0,0,22,Night,63,40,Dry,Windy
CHHATTISGARH,2009,Car (Private),140,17,157,0,Night,50,60,Wet,Fog
CHHATTISGARH,2009,Three Wheeler,45,5,50,21,Night,57,40,Wet,Cloudy
CHHATTISGARH,2009,Two Wheeler,636,78,714,22,Night,33,60,Damaged,Fog
CHHATTISGARH,2009,Bicycle,120,13,133,18,Evening,24,60,Damaged,Fog
CHHATTISGARH,2009,Pedestrian,152,47,199,7,Morning,45,60,Damaged,Rainy
CHHATTISGARH,2009,Others (Please Specify),596,88,684,14,Afternoon,20,80,Dry,Fog
CHHATTISGARH,2009,Total Deaths (Persons),2743,415,3158,20,Evening,70,60,Damaged,Clear
CHHATTISGARH,2009,Total Truck/Lorry,568,69,637,14,Afternoon,61,40,Damaged,Cloudy
CHHATTISGARH,2009,Total Bus,142,37,179,8,Morning,49,60,Gravel,Rainy
CHHATTISGARH,2009,Total Tempo/Vans,113,19,132,20,Evening,25,40,Dry,Fog
CHHATTISGARH,2009,Total Jeep,231,42,273,8,Morning,39,60,Snow,Windy
CHHATTISGARH,2009,Total Car,140,17,157,9,Morning,69,60,Snow,Clear
CHHATTISGARH,2010,Truck/Lorry (Government),154,20,174,19,Evening,65,80,Gravel,Clear
CHHATTISGARH,2010,Truck/Lorry (Private),452,72,524,20,Evening,53,40,Wet,Clear
CHHATTISGARH,2010,Bus (Government),85,8,93,8,Morning,50,60,Snow,Rainy
CHHATTISGARH,2010,Bus (Private),137,21,158,2,Night,34,60,Dry,Fog
CHHATTISGARH,2010,Tempo/Vans (Government),0,0,0,19,Evening,79,40,Wet,Clear
CHHATTISGARH,2010,Tempo/Vans (Private),128,16,144,10,Morning,43,60,Damaged,Fog
CHHATTISGARH,2010,Jeep (Government),23,1,24,5,Morning,61,80,Dry,Windy
CHHATTISGARH,2010,Jeep (Private),209,38,247,1,Night,51,40,Wet,Fog
CHHATTISGARH,2010,Car (Government),0,0,0,6,Morning,27,80,Snow,Fog
CHHATTISGARH,2010,Car (Private),149,16,165,17,Evening,42,40,Damaged,Fog
CHHATTISGARH,2010,Three Wheeler,45,5,50,1,Night,48,40,Damaged,Cloudy
CHHATTISGARH,2010,Two Wheeler,344,51,395,16,Afternoon,44,40,Dry,Rainy
CHHATTISGARH,2010,Bicycle,148,12,160,10,Morning,27,60,Damaged,Fog
CHHATTISGARH,2010,Pedestrian,196,27,223,11,Morning,54,40,Wet,Clear
CHHATTISGARH,2010,Others (Please Specify),451,80,531,18,Evening,43,40,Gravel,Cloudy
CHHATTISGARH,2010,Total Deaths (Persons),2521,367,2888,21,Night,51,40,Snow,Fog
CHHATTISGARH,2010,Total Truck/Lorry,606,92,698,23,Night,49,80,Dry,Cloudy
CHHATTISGARH,2010,Total Bus,222,29,251,6,Morning,31,40,Gravel,Rainy
CHHATTISGARH,2010,Total Tempo/Vans,128,16,144,19,Evening,59,60,Gravel,Cloudy
CHHATTISGARH,2010,Total Jeep,232,39,271,5,Morning,71,40,Dry,Clear
CHHATTISGARH,2010,Total Car,149,16,165,20,Evening,30,40,Wet,Fog
CHHATTISGARH,2011,Truck/Lorry (Government),1,4,5,23,Night,61,80,Snow,Clear
CHHATTISGARH,2011,Truck/Lorry (Private),724,87,811,0,Night,54,60,Dry,Windy
CHHATTISGARH,2011,Bus (Government),18,6,24,16,Afternoon,44,60,Gravel,Cloudy
CHHATTISGARH,2011,Bus (Private),135,20,155,10,Morning,58,60,Gravel,Cloudy
CHHATTISGARH,2011,Tempo/Vans (Government),1,0,1,21,Night,58,40,Dry,Cloudy
CHHATTISGARH,2011,Tempo/Vans (Private),162,27,189,17,Evening,59,40,Gravel,Rainy
CHHATTISGARH,2011,Jeep (Government),18,6,24,20,Evening,73,60,Dry,Clear
CHHATTISGARH,2011,Jeep (Private),249,29,278,16,Afternoon,41,60,Dry,Windy
CHHATTISGARH,2011,Car (Government),1,0,1,6,Morning,42,80,Snow,Rainy
CHHATTISGARH,2011,Car (Private),144,21,165,16,Afternoon,55,60,Dry,Rainy
CHHATTISGARH,2011,Three Wheeler,76,9,85,19,Evening,44,40,Gravel,Fog
CHHATTISGARH,2011,Two Wheeler,820,101,921,8,Morning,40,40,Damaged,Windy
CHHATTISGARH,2011,Bicycle,118,12,130,16,Afternoon,54,40,Snow,Cloudy
CHHATTISGARH,2011,Pedestrian,190,50,240,19,Evening,50,80,Gravel,Cloudy
CHHATTISGARH,2011,Others (Please Specify),370,55,425,21,Night,33,60,Gravel,Fog
CHHATTISGARH,2011,Total Deaths (Persons),3027,427,3454,21,Night,72,40,Snow,Cloudy
CHHATTISGARH,2011,Total Truck/Lorry,725,91,816,7,Morning,67,80,Snow,Clear
CHHATTISGARH,2011,Total Bus,153,26,179,16,Afternoon,52,80,Gravel,Cloudy
CHHATTISGARH,2011,Total Tempo/Vans,163,27,190,6,Morning,61,40,Damaged,Clear
CHHATTISGARH,2011,Total Jeep,267,35,302,0,Night,29,80,Wet,Fog
CHHATTISGARH,2011,Total Car,145,21,166,12,Afternoon,25,80,Gravel,Fog
CHHATTISGARH,2012,Truck/Lorry (Government),3,1,4,22,Night,77,40,Snow,Clear
CHHATTISGARH,2012,Truck/Lorry (Private),709,87,796,18,Evening,61,80,Dry,Cloudy
CHHATTISGARH,2012,Bus (Government),22,5,27,23,Night,28,40,Dry,Fog
CHHATTISGARH,2012,Bus (Private),102,18,120,18,Evening,38,40,Snow,Fog
CHHATTISGARH,2012,Tempo/Vans (Government),1,0,1,16,Afternoon,67,80,Snow,Clear
CHHATTISGARH,2012,Tempo/Vans (Private),74,16,90,12,Afternoon,20,40,Wet,Fog
CHHATTISGARH,2012,Jeep (Government),6,3,9,15,Afternoon,58,40,Snow,Cloudy
CHHATTISGARH,2012,Jeep (Private),183,28,211,7,Morning,33,60,Dry,Fog
CHHATTISGARH,2012,Car (Government),0,0,0,18,Evening,61,40,Damaged,Clear
CHHATTISGARH,2012,Car (Private),119,20,139,17,Evening,54,60,Snow,Cloudy
CHHATTISGARH,2012,Three Wheeler,21,3,24,0,Night,48,60,Wet,Windy
CHHATTISGARH,2012,Two Wheeler,655,80,735,13,Afternoon,72,60,Damaged,Clear
CHHATTISGARH,2012,Bicycle,59,5,64,18,Evening,53,60,Wet,Windy
CHHATTISGARH,2012,Pedestrian,141,48,189,14,Afternoon,24,80,Damaged,Fog
CHHATTISGARH,2012,Others (Please Specify),641,117,758,17,Evening,44,80,Snow,Cloudy
CHHATTISGARH,2012,Total Deaths (Persons),2736,431,3167,1,Night,58,40,Dry,Fog
CHHATTISGARH,2012,Total Truck/Lorry,712,88,800,21,Night,57,40,Damaged,Cloudy
CHHATTISGARH,2012,Total Bus,124,23,147,16,Afternoon,29,40,Gravel,Rainy
CHHATTISGARH,2012,Total Tempo/Vans,75,16,91,17,Evening,32,80,Wet,Fog
CHHATTISGARH,2012,Total Jeep,189,31,220,5,Morning,21,60,Damaged,Fog
CHHATTISGARH,2012,Total Car,119,20,139,18,Evening,22,80,Wet,Fog
GOA,2001,Truck/Lorry (Government),0,0,0,3,Night,50,80,Dry,Clear
GOA,2001,Truck/Lorry (Private),21,6,27,0,Night,51,40,Wet,Cloudy
GOA,2001,Bus (Government),1,0,1,7,Morning,55,40,Wet,Cloudy
GOA,2001,Bus (Private),10,5,15,22,Night,72,40,Gravel,Cloudy
GOA,2001,Tempo/Vans (Government),2,0,2,6,Morning,52,60,Wet,Clear
GOA,2001,Tempo/Vans (Private),6,1,7,2,Night,46,60,Damaged,Cloudy
GOA,2001,Jeep (Government),0,0,0,9,Morning,42,80,Wet,Fog
GOA,2001,Jeep (Private),4,1,5,9,Morning,45,60,Snow,Windy
GOA,2001,Car (Government),0,0,0,18,Evening,41,40,Wet,Rainy
GOA,2001,Car (Private),10,0,10,13,Afternoon,40,60,Snow,Cloudy
GOA,2001,Three Wheeler,7,0,7,1,Night,65,60,Wet,Clear
GOA,2001,Two Wheeler,84,9,93,0,Night,57,60,Wet,Clear
GOA,2001,Bicycle,7,1,8,22,Night,49,60,Damaged,Cloudy
GOA,2001,Pedestrian,27,15,42,22,Night,64,40,Snow,Windy
GOA,2001,Others (Please Specify),9,1,10,17,Evening,40,40,Snow,Cloudy
GOA,2001,Total Deaths (Persons),188,39,227,6,Morning,73,80,Gravel,Clear
GOA,2001,Total Truck/Lorry,21,6,27,7,Morning,31,80,Wet,Rainy
GOA,2001,Total Bus,11,5,16,0,Night,56,80,Wet,Windy
GOA,2001,Total Tempo/Vans,8,1,9,22,Night,57,60,Damaged,Cloudy
GOA,2001,Total Jeep,4,1,5,2,Night,46,60,Gravel,Rainy
GOA,2001,Total Car,10,0,10,23,Night,54,40,Gravel,Cloudy
GOA,2002,Truck/Lorry (Government),0,0,0,22,Night,59,80,Damaged,Windy
GOA,2002,Truck/Lorry (Private),1,1,2,7,Morning,71,40,Snow,Clear
GOA,2002,Bus (Government),1,0,1,21,Night,48,80,Dry,Windy
GOA,2002,Bus (Private),5,0,5,14,Afternoon,42,80,Damaged,Fog
GOA,2002,Tempo/Vans (Government),0,0,0,4,Night,48,80,Snow,Cloudy
GOA,2002,Tempo/Vans (Private),2,0,2,2,Night,59,60,Gravel,Rainy
GOA,2002,Jeep (Government),0,0,0,18,Evening,46,80,Damaged,Rainy
GOA,2002,Jeep (Private),1,0,1,0,Night,48,80,Dry,Windy
GOA,2002,Car (Government),0,0,0,14,Afternoon,47,60,Wet,Windy
GOA,2002,Car (Private),3,1,4,7,Morning,56,80,Damaged,Windy
GOA,2002,Three Wheeler,13,6,19,1,Night,52,60,Dry,Rainy
GOA,2002,Two Wheeler,38,1,39,2,Night,78,60,Dry,Clear
GOA,2002,Bicycle,3,0,3,23,Night,62,40,Damaged,Rainy
GOA,2002,Pedestrian,18,4,22,13,Afternoon,59,60,Snow,Clear
GOA,2002,Others (Please Specify),125,18,143,23,Night,55,60,Damaged,Windy
GOA,2002,Total Deaths (Persons),210,31,241,13,Afternoon,20,60,Gravel,Fog
GOA,2002,Total Truck/Lorry,1,1,2,10,Morning,32,80,Dry,Rainy
GOA,2002,Total Bus,6,0,6,15,Afternoon,42,40,Dry,Windy
GOA,2002,Total Tempo/Vans,2,0,2,3,Night,39,80,Wet,Rainy
GOA,2002,Total Jeep,1,0,1,19,Evening,40,60,Dry,Windy
GOA,2002,Total Car,3,1,4,4,Night,40,60,Wet,Rainy
GOA,2003,Truck/Lorry (Government),0,0,0,21,Night,70,40,Dry,Cloudy
GOA,2003,Truck/Lorry (Private),19,0,19,20,Evening,57,40,Dry,Rainy
GOA,2003,Bus (Government),4,2,6,13,Afternoon,64,60,Damaged,Cloudy
GOA,2003,Bus (Private),7,2,9,22,Night,62,60,Damaged,Clear
GOA,2003,Tempo/Vans (Government),0,0,0,15,Afternoon,38,80,Gravel,Rainy
GOA,2003,Tempo/Vans (Private),11,1,12,17,Evening,58,60,Snow,Clear
GOA,2003,Jeep (Government),0,0,0,6,Morning,20,80,Gravel,Fog
GOA,2003,Jeep (Private),3,0,3,9,Morning,50,40,Dry,Cloudy
GOA,2003,Car (Government),0,0,0,6,Morning,56,80,Gravel,Rainy
GOA,2003,Car (Private),7,0,7,0,Night,80,60,Damaged,Clear
GOA,2003,Three Wheeler,14,1,15,22,Night,46,80,Dry,Windy
GOA,2003,Two Wheeler,91,10,101,20,Evening,70,80,Dry,Clear
GOA,2003,Bicycle,8,0,8,18,Evening,34,40,Gravel,Rainy
GOA,2003,Pedestrian,28,14,42,15,Afternoon,23,80,Wet,Fog
GOA,2003,Others (Please Specify),9,0,9,18,Evening,58,60,Snow,Cloudy
GOA,2003,Total Deaths (Persons),201,30,231,3,Night,61,80,Gravel,Windy
GOA,2003,Total Truck/Lorry,19,0,19,17,Evening,75,80,Gravel,Clear
GOA,2003,Total Bus,11,4,15,1,Night,61,80,Snow,Rainy
GOA,2003,Total Tempo/Vans,11,1,12,0,Night,40,60,Dry,Rainy
GOA,2003,Total Jeep,3,0,3,14,Afternoon,61,80,Dry,Cloudy
GOA,2003,Total Car,7,0,7,4,Night,57,60,Wet,Windy
GOA,2004,Truck/Lorry (Government),0,0,0,19,Evening,59,80,Gravel,Clear
GOA,2004,Truck/Lorry (Private),18,3,21,10,Morning,65,40,Snow,Clear
GOA,2004,Bus (Government),0,0,0,9,Morning,62,40,Gravel,Clear
GOA,2004,Bus (Private),10,1,11,1,Night,49,40,Damaged,Cloudy
GOA,2004,Tempo/Vans (Government),1,0,1,2,Night,51,60,Gravel,Cloudy
GOA,2004,Tempo/Vans (Private),6,1,7,22,Night,48,60,Gravel,Windy
GOA,2004,Jeep (Government),0,0,0,22,Night,57,60,Damaged,Clear
GOA,2004,Jeep (Private),6,0,6,11,Morning,57,80,Damaged,Clear
GOA,2004,Car (Government),0,0,0,19,Evening,58,60,Snow,Windy
GOA,2004,Car (Private),17,4,21,4,Night,48,60,Dry,Windy
GOA,2004,Three Wheeler,10,1,11,4,Night,46,60,Wet,Windy
GOA,2004,Two Wheeler,139,14,153,5,Morning,50,60,Damaged,Rainy
GOA,2004,Bicycle,11,0,11,8,Morning,50,40,Dry,Windy
GOA,2004,Pedestrian,47,22,69,1,Night,24,80,Snow,Fog
GOA,2004,Others (Please Specify),7,1,8,20,Evening,64,40,Gravel,Cloudy
